Plate #	Well #	ID #	Nanodrop ng/ul	260/280	260/230	Qubit ng/ul	Project Leader		bruiser
2	E7	9667	21.31	1.79	1.42	0.0707	Erin Campbell		
2	F7	9679	52.79	1.81	1.55	0.206	Erin Campbell		
2	G7	9691	69.28	1.79	1.49	0.33	Erin Campbell		
2	H7	9704	78.23	1.85	1.97	0.366	Erin Campbell		
2	A8	9615	27.35	2.04	1.91	0.113	Erin Campbell		
2	B8	9628	28.93	1.77	1.88	0.0577	Erin Campbell		
2	C8	9641	41.28	1.77	2.23	0.0662	Erin Campbell		
2	D8	9654	40.98	1.88	2.06	0.0482	Erin Campbell		
2	E8	9668	21.59	1.77	2.23	0.116	Erin Campbell		
2	F8	9680	45.43	1.76	1.23	0.178	Erin Campbell		
2	G8	9692	57.13	1.84	1.66	0.294	Erin Campbell		
2	H8	9705	20.32	1.84	1.56	0.0869	Erin Campbell		
2	A9	9616	22.3	1.75	2.04	0.0513	Erin Campbell		
2	B9	9629	25.3	1.77	2.04	0.0359	Erin Campbell		
2	C9	9642	35.34	1.79	2.49	0.0297	Erin Campbell		
2	D9	9655	26.03	1.96	1.61	0.149	Erin Campbell		
2	E9	9669	36.82	1.88	1.62	0.118	Erin Campbell		
2	F9	9681	40.94	1.84	1.63	0.2	Erin Campbell		
2	G9	9693	103.77	1.84	1.78	0.539	Erin Campbell		
2	H9	8630	49.55	1.96	2.14	32	Bryan Brunet		
2	A10	9617	28.18	1.6	1.58	0.109	Erin Campbell		
2	B10	9630	19.54	1.89	1.35	0.0678	Erin Campbell		
2	C10	9643	4.59	1.75	2.09	0.0573	Erin Campbell		
2	D10	9656	34.3	1.8	1.35	0.155	Erin Campbell		
2	E10	9670	25.97	1.67	1.8	0.0438	Erin Campbell		
2	F10	9682	63.15	1.79	1.55	0.276	Erin Campbell		
2	G10	9694	46.86	1.86	1.65	0.213	Erin Campbell		
2	H10	8635	39.31	1.94	1.97	24.8	Bryan Brunet		
2	A11	9618	35.87	1.77	1.54	0.139	Erin Campbell		
2	B11	9631	26.87	1.85	1.57	0.105	Erin Campbell		
2	C11	9644	28.62	1.82	1.53	0.0402	Erin Campbell		
2	D11	9657	38.72	1.83	1.37	0.113	Erin Campbell		
2	E11	9671	42.1	1.84	1.73	0.204	Erin Campbell		
2	F11	9683	43.76	1.8	1.38	0.192	Erin Campbell		
2	G11	9695	52.17	1.84	1.43	0.216	Erin Campbell		
2	H11	8637	54.53	1.86	2.03	35.3	Bryan Brunet		
2	A12	9619	31.43	1.7	1.39	0.1	Erin Campbell		
2	B12	9632	33.81	1.74	1.31	0.105	Erin Campbell		
2	C12	9645	41.82	1.77	1.62	0.166	Erin Campbell		
2	D12	9659	42.11	1.84	1.58	0.173	Erin Campbell		
2	E12	9672	22.76	1.71	1.31	0.0907	Erin Campbell		
2	F12	9684	56.63	1.85	1.6	0.26	Erin Campbell		
2	G12	9696	73.71	1.82	1.65	0.251	Erin Campbell		
2	H12	8640	45.43	1.98	2.13	29.2	Bryan Brunet		
3	A1	7415	30.73	1.57	1.76	15.6	Giovanny Fagua		
3	B1	7434	16.43	2.08	2.09	14.2	Giovanny Fagua		
3	C1	7446	19.79	1.82	1.87	16.4	Giovanny Fagua		
3	D1	7458	154.41	1.81	1.11	24.5	Giovanny Fagua		
3	E1	7470	41.45	1.97	2.24	22.8	Giovanny Fagua		
3	F1	7482	12.77	1.96	1.57	6.9	Giovanny Fagua		
3	G1	7494	57.59	1.79	2.08	28.9	Giovanny Fagua		
3	H1	7506	61.3	1.83	2.15	41.3	Giovanny Fagua		
3	A2	7419	35.45	1.52	1.7	18.7	Giovanny Fagua		
3	B2	7435	71.48	1.99	1.99	20.9	Giovanny Fagua		
3	C2	7447	18.3	1.74	1.76	15.2	Giovanny Fagua		
3	D2	7459	425.77	1.68	0.9	92.2	Giovanny Fagua		
3	E2	7471	13.15	1.82	1.55	8.475	Giovanny Fagua		
3	F2	7483	33.05	1.77	1.75	19.25	Giovanny Fagua		
3	G2	7495	36.7	1.71	1.64	16.8	Giovanny Fagua		
3	H2	7507	69.1	1.82	2.05	49.7	Giovanny Fagua		
3	A3	7423	43.7	1.76	1.76	20.1	Giovanny Fagua		
3	B3	7436	28.51	2.05	1.78	25.8	Giovanny Fagua		
3	C3	7448	18.09	1.93	1.97	12.7	Giovanny Fagua		
3	D3	7460	393.38	1.69	0.88	18.4	Giovanny Fagua		
3	E3	7472	16.3	1.81	1.65	10.475	Giovanny Fagua		
3	F3	7484	14.8	1.43	1.39	6.56	Giovanny Fagua		
3	G3	7496	75.74	1.79	2.08	53.5	Giovanny Fagua		
3	H3	7508	63	1.78	1.86	42.2	Giovanny Fagua		
3	A4	7424	43.91	1.68	1.67	9.61	Giovanny Fagua		
3	B4	7437	10.16	1.86	1.79	8.04	Giovanny Fagua		
3	C4	7449	30.28	1.72	1.86	27	Giovanny Fagua		
3	D4	7461	171.02	1.79	1.02	21.1	Giovanny Fagua		
3	E4	7473	20.61	1.7	1.49	11.05	Giovanny Fagua		
3	F4	7485	17.83	1.56	1.13	8.55	Giovanny Fagua		
3	G4	7497	55.39	1.82	1.99	45	Giovanny Fagua		
3	H4	7509	48.37	1.8	2.07	31.6	Giovanny Fagua		
3	A5	7426	15.2	1.93	1.87	10.8	Giovanny Fagua		
3	B5	7438	21.35	1.96	1.92	14.9	Giovanny Fagua		
3	C5	7450	41.17	1.83	2.39	25.2	Giovanny Fagua		
3	D5	7462	337.46	1.73	0.95	57.6	Giovanny Fagua		
3	E5	7474	12.2	1.67	1.63	7.055	Giovanny Fagua		
3	F5	7486	21.51	1.72	1.63	10.45	Giovanny Fagua		
3	G5	7498	95.78	1.84	2.13	67	Giovanny Fagua		
3	H5	7453b	104.93	1.57	0.69	2.07	Giovanny Fagua		
3	A6	7427	25.77	1.84	1.88	18.5	Giovanny Fagua		
3	B6	7439	30.77	1.83	1.91	17.8	Giovanny Fagua		
3	C6	7451	48.98	1.81	2.14	22.3	Giovanny Fagua		
3	D6	7463	280.97	1.74	0.93	20.2	Giovanny Fagua		
3	E6	7475	27.52	1.87	2.15	21.4	Giovanny Fagua		
3	F6	7487	16.37	1.54	1.5	9.705	Giovanny Fagua		
3	G6	7499	77.49	1.81	1.98	50	Giovanny Fagua		
3	H6	7456b	122.85	1.59	0.71	2.64	Giovanny Fagua		
3	A7	7428	20.73	1.88	1.82	19.7	Giovanny Fagua		
3	B7	7440	28.88	1.66	1.79	17.2	Giovanny Fagua		
3	C7	7452	44.96	1.78	1.98	28.1	Giovanny Fagua		
3	D7	7464	313.5	1.71	0.88	50.7	Giovanny Fagua		
3	E7	7476	17.98	1.73	1.74	9.935	Giovanny Fagua		
3	F7	7488	51.6	1.8	2.05	22.95	Giovanny Fagua		
3	G7	7500	63.67	1.81	1.98	42.5	Giovanny Fagua		
3	H7	7457b	108.87	1.62	0.79	2.85	Giovanny Fagua		
3	A8	7429	36.88	2.15	1.87	11.8	Giovanny Fagua		
3	B8	7441	24.67	1.77	1.8	16.4	Giovanny Fagua		
3	C8	7453	453.98	1.71	0.97	47	Giovanny Fagua		
3	D8	7465	442.22	1.75	0.97	37.7	Giovanny Fagua		
3	E8	7477	10.95	1.82	1.86	7.705	Giovanny Fagua		
3	F8	7489	25.83	1.69	1.58	13.6	Giovanny Fagua		
3	G8	7501	70.61	1.84	2.08	43.7	Giovanny Fagua		
3	H8	7458b	52.07	1.62	0.82	1.43	Giovanny Fagua		
3	A9	7430	32.46	1.65	1.69	5.79	Giovanny Fagua		
3	B9	7442	15.54	1.87	1.95	12.1	Giovanny Fagua		
3	C9	7454	295.25	1.68	0.85	23.8	Giovanny Fagua		
3	D9	7466	61.63	1.88	2.01	41.3	Giovanny Fagua		
3	E9	7478	17.05	1.91	1.69	9.575	Giovanny Fagua		
3	F9	7490	49.62	1.81	2	30.45	Giovanny Fagua		
3	G9	7502	64.59	1.82	1.99	45.7	Giovanny Fagua		
3	H9	7459b	71.54	1.55	0.74	1.5	Giovanny Fagua		
3	A10	7431	21.55	2.08	1.81	7.03	Giovanny Fagua		
3	B10	7443	51.38	1.67	1.72	13.8	Giovanny Fagua		
3	C10	7455	339.73	1.7	0.88	13.2	Giovanny Fagua		
3	D10	7467	52.74	1.96	1.97	31.35	Giovanny Fagua		
3	E10	7479	13.76	1.86	1.72	7.825	Giovanny Fagua		
3	F10	7491	55.86	1.8	1.97	28.5	Giovanny Fagua		
3	G10	7503	59.81	1.82	2.04	41.4	Giovanny Fagua		
3	H10	7462b	86.91	1.61	0.81	1.99	Giovanny Fagua		
3	A11	7432	19.37	2	1.89	12.5	Giovanny Fagua		
3	B11	7444	24.79	1.73	2.12	17.2	Giovanny Fagua		
3	C11	7456	241.42	1.68	0.8	38.5	Giovanny Fagua		
3	D11	7468	21.02	1.84	2.1	14.2	Giovanny Fagua		
3	E11	7480	84.43	1.84	1.62	27.85	Giovanny Fagua		
3	F11	7492	46.36	1.8	2.15	24.35	Giovanny Fagua		
3	G11	7504	59.66	1.75	1.89	40.3	Giovanny Fagua		
3	H11	7464b	57.57	1.6	0.71	1.57	Giovanny Fagua		
3	A12	7433	19.98	2.59	2.51	11.3	Giovanny Fagua		
3	B12	7445	18.68	1.87	2.04	12.3	Giovanny Fagua		
3	C12	7457	490.09	1.71	1.02	49.7	Giovanny Fagua		
3	D12	7469	30.01	1.79	1.86	19.65	Giovanny Fagua		
3	E12	7481	45.77	1.85	1.55	18.8	Giovanny Fagua		
3	F12	7493	60.09	1.81	2.03	29.75	Giovanny Fagua		
3	G12	7505	69.32	1.77	1.94	45.8	Giovanny Fagua		
3	H12	7465b	143.71	1.59	0.75	3.5	Giovanny Fagua		
4	A1	9201	68.66	1.22	1.71	27.2	Christianne McDonald		
4	B1	9214	67.31	1.33	1.74	19	Christianne McDonald		
4	C1	9227	91.89	1.43	1.76	40.8	Christianne McDonald		
4	D1	9240	157.03	1.63	1.78	43.2	Christianne McDonald		
4	E1	9252	120.77	1.34	1.75	22.6	Christianne McDonald		
4	F1	9265	116.8	1.64	1.77	34.4	Christianne McDonald		
4	G1	9278	100.41	1.3	1.69	26.5	Christianne McDonald		
4	H1	9293	97.33	1.63	1.75	55.1	Christianne McDonald		
4	A2	9203	57.36	1.37	1.76	19.6	Christianne McDonald		
4	B2	9215	45.69	1.49	1.77	13.7	Christianne McDonald		
4	C2	9228	117.45	2.09	1.87	29.7	Christianne McDonald		
4	D2	9241	124.83	1.8	1.78	68.3	Christianne McDonald		
4	E2	9253	107.21	1.51	1.74	25.8	Christianne McDonald		
4	F2	9266	112.74	1.65	1.79	37.1	Christianne McDonald		
4	G2	9279	95.31	1.4	1.75	28.9	Christianne McDonald		
4	H2	9294	136.4	1.6	1.74	46	Christianne McDonald		
4	A3	9204	75.94	1.48	1.75	21.8	Christianne McDonald		
4	B3	9216	102.38	1.23	1.75	22.3	Christianne McDonald		
4	C3	9229	123.35	1.85	1.81	75.9	Christianne McDonald		
4	D3	9242	94.06	1.75	1.78	51.5	Christianne McDonald		
4	E3	9254	116.29	1.28	1.72	39.1	Christianne McDonald		
4	F3	9267	71.03	1.51	1.76	41.7	Christianne McDonald		
4	G3	9280	89.81	1.34	1.71	29	Christianne McDonald		
4	H3	9295	127.74	1.68	1.8	69.1	Christianne McDonald		
4	A4	9205	91.41	1.71	1.81	49.2	Christianne McDonald		
4	B4	9217	75.23	1.3	1.75	42.6	Christianne McDonald		
4	C4	9230	82.99	1.49	1.75	29.4	Christianne McDonald		
4	D4	9243	89.82	1.58	1.73	37.8	Christianne McDonald		
4	E4	9255	88.26	1.41	1.71	32.9	Christianne McDonald		
4	F4	9269	61.86	1.42	1.78	28.4	Christianne McDonald		
4	G4	9281	117.14	1.65	1.79	43.6	Christianne McDonald		
4	H4	9296	89.38	1.47	1.75	31.9	Christianne McDonald		
4	A5	9206	56.19	1.2	1.7	21.9	Christianne McDonald		
4	B5	9218	99.45	1.12	1.79	24.7	Christianne McDonald		
4	C5	9231	83.97	1.66	1.78	54.7	Christianne McDonald		
4	D5	9244	82.42	1.59	1.79	34.5	Christianne McDonald		
4	E5	9256	103.13	1.37	1.76	18.1	Christianne McDonald		
4	F5	9270	120.86	1.65	1.78	58.7	Christianne McDonald		
4	G5	9282	98.29	1.34	1.7	53.3	Christianne McDonald		
4	H5	9297	121.4	1.61	1.76	63.5	Christianne McDonald		
4	A6	9207	60.24	1.47	1.81	20.5	Christianne McDonald		
4	B6	9219	82.98	1.28	1.7	34.5	Christianne McDonald		
4	C6	9232	92.13	1.63	1.79	41.1	Christianne McDonald		
4	D6	9245	92.59	1.64	1.79	30.4	Christianne McDonald		
4	E6	9257	110.29	1.48	1.76	25.7	Christianne McDonald		
4	F6	9271	90	1.48	1.78	23.8	Christianne McDonald		
4	G6	9283	70.79	1.27	1.71	34.1	Christianne McDonald		
4	H6	9298	92.91	1.28	1.7	25.5	Christianne McDonald		
4	A7	9208	73.24	1.56	1.78	46.6	Christianne McDonald		
4	B7	9220	69.58	1.3	1.71	22.9	Christianne McDonald		
4	C7	9233	104.06	1.65	1.8	28.6	Christianne McDonald		
4	D7	9246	97.48	1.6	1.75	39.4	Christianne McDonald		
4	E7	9259	85.44	1.37	1.73	27.6	Christianne McDonald		
4	F7	9272	109.98	1.85	1.79	50.5	Christianne McDonald		
4	G7	9284	72.95	1.23	1.68	33.2	Christianne McDonald		
4	H7	9300	84.94	1.21	1.69	14.4	Christianne McDonald		
4	A8	9210	91.73	1.57	1.78	33.6	Christianne McDonald		
4	B8	9221	60.57	1.25	1.72	25.9	Christianne McDonald		
4	C8	9234	114.81	1.73	1.81	37.9	Christianne McDonald		
4	D8	9247	136.07	1.73	1.8	93.5	Christianne McDonald		
4	E8	9260	112.97	1.25	1.7	45.5	Christianne McDonald		
4	F8	9273	97.44	1.41	1.73	65.5	Christianne McDonald		
4	G8	9285	98.62	1.46	1.73	46.6	Christianne McDonald		
4	H8	9301	105.43	1.55	1.73	57.2	Christianne McDonald		
4	A9	9209	63.25	1.38	1.8	30.6	Christianne McDonald		
4	B9	9223	55.47	1.41	1.8	33.1	Christianne McDonald		
4	C9	9235	97.38	1.56	1.79	48.8	Christianne McDonald		
4	D9	9248	82.46	1.54	1.73	54.7	Christianne McDonald		
4	E9	9261	110.14	1.19	1.7	48.8	Christianne McDonald		
4	F9	9274	117.68	1.62	1.78	53.2	Christianne McDonald		
4	G9	9286	99.85	1.33	1.7	37.1	Christianne McDonald		
4	H9	9302	139.9	1.91	1.81	78.2	Christianne McDonald		
4	A10	9211	59.24	1.37	1.76	28.4	Christianne McDonald		
4	B10	9224	109.7	1.68	1.77	61.9	Christianne McDonald		
4	C10	9236	110.03	1.62	1.78	59.6	Christianne McDonald		
4	D10	9249	80.31	1.26	1.73	21.6	Christianne McDonald		
4	E10	9262	93.5	1.3	1.71	29	Christianne McDonald		
4	F10	9275	116.64	1.75	1.82	55	Christianne McDonald		
4	G10	9287	135.93	1.6	1.75	52.6	Christianne McDonald		
4	H10	9303	131.7	1.55	1.68	68.2	Christianne McDonald		
4	A11	9212	70.58	1.32	1.79	43.7	Christianne McDonald		
4	B11	9225	88.03	1.61	1.78	37.4	Christianne McDonald		
4	C11	9237	96.13	1.6	1.78	70.2	Christianne McDonald		
4	D11	9250	103.51	1.71	1.78	53.4	Christianne McDonald		
4	E11	9263	135.9	1.42	1.75	41.4	Christianne McDonald		
4	F11	9276	93.71	1.32	1.75	46.4	Christianne McDonald		
4	G11	9289	88.58	1.35	1.69	21.7	Christianne McDonald		
4	H11	9304	123.91	1.55	1.76	65.6	Christianne McDonald		
4	A12	9213	68.43	1.25	1.72	27.5	Christianne McDonald		
4	B12	9226	96.8	1.5	1.76	35	Christianne McDonald		
4	C12	9239	55.49	1.66	1.8	29.4	Christianne McDonald		
4	D12	9251	124.52	1.44	1.74	56.6	Christianne McDonald		
4	E12	9264	80.9	1.22	1.71	29.7	Christianne McDonald		
4	F12	9277	91.02	1.42	1.75	22.6	Christianne McDonald		
4	G12	9290	107.36	1.63	1.77	52.4	Christianne McDonald		
4	H12	9305	117.63	1.52	1.76	46	Christianne McDonald		
5	A1	Acleris 0001	39.5	2.29	1.9	5.03	Jasmine Janes		
5	B1	Acleris 0003	17.9	3.09	1.84	2.49	Jasmine Janes		
5	C1	Acleris 0004	24.2	2.64	1.96	3.62	Jasmine Janes		
5	D1	Acleris 0006	56.1	2.3	1.9	8.74	Jasmine Janes		
5	E1	Acleris 0007	19.9	2.54	1.64	4.01	Jasmine Janes		
5	F1	Acleris 0008	8.2	5	1.62	3.65	Jasmine Janes		
5	G1	Acleris 0009	58.2	2.26	2.12	4.86	Jasmine Janes		
5	H1	Acleris 0010	63.5	2.33	2.04	5.65	Jasmine Janes		
5	A2	M033-11-02-05-DA41	446.6	2.1	2.59	26.1	Stephen Trevoy		
5	B2	M033-06-01-05-DA126	739.4	2.12	2.04	27.8	Stephen Trevoy		
5	C2	M033-07-01-09-DA36	542.3	2.08	2.46	30.3	Stephen Trevoy		
5	D2	M004-13-01-1D-G14-DA01	225.2	2.19	2.04	15.2	Stephen Trevoy		
5	E2	M004-13-01-5ST-G36-DA02	233.5	2.2	2.23	12.8	Stephen Trevoy		
5	F2	M004-13-01-2F-G24-DA01	242.4	2.18	2.1	14.8	Stephen Trevoy		
5	G2	M004-13-01-2D-G05-DA01	209.5	1.96	1.2	16.7	Stephen Trevoy		
5	H2	M024-07-01-02-DA07	1396	2.14	1.9	20	Stephen Trevoy		
5	A3	LL-06	181.6	2.14		20	Stephen Trevoy		
5	B3	NG-38	182.2	2.06		20	Stephen Trevoy		
5	C3	RR-45	124.2	2.15		20	Stephen Trevoy		
5	D3	QU-48	137.9	2.22		20	Stephen Trevoy		
5	E3	JRDB030	91.26	1.79	1.77	65.9	Julian Dupuis		
5	F3	JRDB031	123.73	1.8	1.74	90.2	Julian Dupuis		
5	G3	JRDB032	116.46	1.81	2.03	84.4	Julian Dupuis		
5	H3	JRDB033	90.1	1.81	1.8	65	Julian Dupuis		
5	A4	JRDB034	107.94	1.81	1.95	81	Julian Dupuis		
5	B4	JRDB035	103.35	1.8	1.73	75.7	Julian Dupuis		
5	C4	JRDB036	123.85	1.8	2	95.2	Julian Dupuis		
5	D4	JRDB037	200.87	1.81	2.14	106	Julian Dupuis		
5	E4	JRDB038	144.04	1.84	2.2	107	Julian Dupuis		
5	F4	JRDB039	203.69	1.83	2.25	71.9	Julian Dupuis		
5	G4	JRDB040	156.14	1.84	2.32	90.2	Julian Dupuis		
5	H4	JRDB041	85.73	1.78	1.78	60.2	Julian Dupuis		
5	A5	JRDB042	172.88	1.89	2.38	123	Julian Dupuis		
5	B5	JRDB043	138.26	1.85	2.32	109	Julian Dupuis		
5	C5	JRDB044	331.5	1.78	2.32	375	Julian Dupuis		
5	D5	JRDB045	119.08	1.88	2.28	118	Julian Dupuis		
5	E5	JRDB046	138.15	1.9	2.26	95	Julian Dupuis		
5	F5	JRDB047	78.21	1.8	2.13	39.2	Julian Dupuis		
5	G5	JRDB048	147.54	1.84	1.99	107	Julian Dupuis		
5	H5	JRDB049	478.77	1.74	1.18	217	Julian Dupuis		
5	A6	JRDB050	117.58	1.87	2.13	87.7	Julian Dupuis		
5	B6	JRDB051	116.86	1.86	2.23	91.2	Julian Dupuis		
5	C6	JRDB015	86.18	1.82	1.94	65.4	Julian Dupuis		
5	D6	FS176	1465.3	2.15	2.51	64.1	Julian Dupuis		
5	E6	FS188	1696.3	2.18	2.55	53.8	Julian Dupuis		
5	F6	FS194	3064	2.13	2.43	66.5	Julian Dupuis		
5	G6	FS211	1364.2	2.13	2.05	65.9	Julian Dupuis		
5	H6	FS204	1349.1	2.16	2.43	47.9	Julian Dupuis		
5	A7	FS265	1476.8	2.13	2.48	44.4	Julian Dupuis		
5	B7	FS277	1344.7	2.12	2.22	57.5	Julian Dupuis		
5	C7	FS234	3107.4	2.12	2.41	64.4	Julian Dupuis		
5	D7	FS377	2642.3	2.14	2.44	60.4	Julian Dupuis		
5	E7	JRD185	479.51	1.75	1.4	133	Julian Dupuis		
5	F7	FS025	4370.7	0.98	1.42	151	Julian Dupuis		
5	G7	FS011	2241.5	1.87	1.64	444	Julian Dupuis		
5	H7	FS266	2396.9	2.14	2.45	49.1	Julian Dupuis		
5	A8	FS260	1145.6	2.15	2.46	59.4	Julian Dupuis		
5	B8	FS034	2979.9	2.05	1.97	337	Julian Dupuis		
5	C8	FS151	960.8	2.12	2.43	81.2	Julian Dupuis		
5	D8	FS210	2886	2.15	2.41	63.6	Julian Dupuis		
5	E8	FS329	3015.1	2.12	2.42	45.1	Julian Dupuis		
5	F8	FS152	2538.6	2.14	2.45	71.3	Julian Dupuis		
5	G8	FS155	3544.6	2.11	2.35	99.5	Julian Dupuis		
5	H8	FS157	3939.2	2.08	2.37	96.5	Julian Dupuis		
5	A9	JRDB023	120.09	1.78	1.53	73.2	Julian Dupuis		
5	B9	JRDB024	98	1.77	1.45	59.6	Julian Dupuis		
5	C9	JRDB025	93.95	1.79	1.6	55.8	Julian Dupuis		
5	D9	JRDB026	91.3	1.81	1.54	62.2	Julian Dupuis		
5	E9	JRDB027	90.67	1.74	1.45	47.2	Julian Dupuis		
5	F9	JRDB028	50.29	1.84	1.85	66.8	Julian Dupuis		
5	G9	JRDB029	113.97	1.84	1.71	60.9	Julian Dupuis		
5	H9	JRD329	443.65	1.81	1.9	670	Julian Dupuis		
5	A10	JRD332	146.81	1.79	1.83	126	Julian Dupuis		
5	B10	JRD150	214.11	1.8	1.75	245	Julian Dupuis		
5	C10	JRD151	188.07	1.79	1.77	175	Julian Dupuis		
5	D10	JRD225	84.48	1.87	1.85	20.4	Julian Dupuis		
5	E10	JRD227	121.47	1.81	1.7	95.2	Julian Dupuis		
5	F10	JRD229	137.43	1.74	1.18	86.6	Julian Dupuis		
5	G10	JRD183	73.7	1.72	1.24	57.4	Julian Dupuis		
5	H10	JRD184	64.63	1.67	0.79	28	Julian Dupuis		
5	A11	9306	88.37	1.59	1.72	49.4	Christianne McDonald		
5	B11	9308	77.18	1.45	1.76	30.5	Christianne McDonald		
5	C11	9310	161.85	1.56	1.76	56.3	Christianne McDonald		
5	D11	9312	98.86	1.36	1.7	33.2	Christianne McDonald		
5	E11	9315	119.86	1.62	1.77	32.1	Christianne McDonald		
5	F11	9317	119.41	1.66	1.76	40	Christianne McDonald		
5	G11	9319	168.61	1.73	1.8	67.4	Christianne McDonald		
5	H11	9322	83.21	1.28	1.67	40.1	Christianne McDonald		
5	A12	9307	100.98	1.52	1.75	53.2	Christianne McDonald		
5	B12	9309	140.65	1.72	1.79	64.3	Christianne McDonald		
5	C12	9311	172.15	1.79	1.79	62.8	Christianne McDonald		
5	D12	9313	117.61	1.58	1.77	42.9	Christianne McDonald		
5	E12	9316	102.36	1.53	1.74	33.2	Christianne McDonald		
5	F12	9318	76.88	1.14	1.67	21.2	Christianne McDonald		
5	G12	9321	120.73	1.57	1.74	77.3	Christianne McDonald		
5	H12	9323	98.12	1.35	1.72	40.9	Christianne McDonald		
6	A1	WAP-15	66.72	1.79	1.55	32.1	Greg Breed		
6	B1	RI-3	19.98	1.67	1.06	7.15	Greg Breed		
6	C1	VT8-2	66.06	1.83	2.2	42.7	Greg Breed		
6	D1	RI-8	63.76	1.74	1.78	36.5	Greg Breed		
6	E1	VT1-4	61.12	1.76	1.97	39.6	Greg Breed		
6	F1	9330	116.57	1.45	1.75	60.3	Christianne McDonald		
6	G1	9342	108.37	1.48	1.74	49.6	Christianne McDonald		
6	H1	9355	93.69	1.46	1.74	46.6	Christianne McDonald		
6	A2	WAP-19	49.6	1.74	1.58	27	Greg Breed		
6	B2	ITH-3	53.62	1.76	1.54	41.3	Greg Breed		
6	C2	VT8-3	45.54	1.81	2.02	30.2	Greg Breed		
6	D2	SUR-8	40.29	1.66	1.72	22.4	Greg Breed		
6	E2	ITH-2	67.66	1.71	1.83	39.5	Greg Breed		
6	F2	9331	105.46	1.47	1.75	54.2	Christianne McDonald		
6	G2	9343	163.09	1.91	1.83	44.2	Christianne McDonald		
6	H2	9358	84.64	1.95	1.83	57	Christianne McDonald		
6	A3	NAV-2	33.88	1.7	1.43	17.8	Greg Breed		
6	B3	WAP-17	20.13	1.81	1.32	186	Greg Breed		
6	C3	NAV-3	115.92	1.78	1.75	14.7	Greg Breed		
6	D3	SUR-5	38.69	1.7	1.74	22.3	Greg Breed		
6	E3	HARV-14	63.78	1.74	1.74	34.5	Greg Breed		
6	F3	9332	88.43	1.47	1.76	42.1	Christianne McDonald		
6	G3	9344	165.2	1.77	1.81	78.6	Christianne McDonald		
6	H3	9359	52.74	1.35	1.75	24.4	Christianne McDonald		
6	A4	HARV-10	37.62	1.7	1.45	23.9	Greg Breed		
6	B4	WAP-9	42.92	1.73	1.32	22.5	Greg Breed		
6	C4	NAV-6	16.34	1.6	1.63	10	Greg Breed		
6	D4	SUR-7	28.73	1.58	1.41	13.8	Greg Breed		
6	E4	VT1-2	45.3	1.78	1.87	27.8	Greg Breed		
6	F4	9333	123.36	1.43	1.73	59.2	Christianne McDonald		
